review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean
"so creamy, love it! ",,PLID49124877,10/12/2020,5,2020-02-29,Nescafe Gold - Cappuccino White Chocolate,takealot,so creamy love it,
"such a nice, light white chocolatey taste. great with ouma rusks... ",,PLID49124877,10/12/2020,5,2020-02-18,Nescafe Gold - Cappuccino White Chocolate,takealot,such nice light white chocolatey taste great with ouma rusks,
great as always,,PLID49124877,10/12/2020,5,2020-02-16,Nescafe Gold - Cappuccino White Chocolate,takealot,great as always,
the best flavor!,,PLID49124877,10/12/2020,5,2020-01-15,Nescafe Gold - Cappuccino White Chocolate,takealot,the best flavor,
delicious ,,PLID49124877,10/12/2020,4,2019-11-29,Nescafe Gold - Cappuccino White Chocolate,takealot,delicious,
the taste is really nice but only normal coffee for me is fine i think it gives diarrhea after not drinking for 1 week i did drink 1 cup and then problems i tested this 3 times every time diarrhea ,,PLID49124877,10/12/2020,5,2019-01-17,Nescafe Gold - Cappuccino White Chocolate,takealot,the taste is really nice but only normal coffee for me is fine think it gives diarrhea after not drinking for week did drink cup and then problems tested this times every time diarrhea,
love it!,,PLID53536024,10/12/2020,4,2020-04-19,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,love it,
excellent flavour such a treat,,PLID53536024,10/12/2020,5,2020-04-14,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,excellent flavour such treat,
good coffee! just love testing them all and haven't been let down yet.,,PLID53536024,10/12/2020,4,2020-04-04,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,good coffee just love testing them all and have not been let down yet,
awesome,,PLID53536024,10/12/2020,5,2020-03-23,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,awesome,
nice blend of coffee flavours,,PLID53536024,10/12/2020,5,2020-03-23,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,nice blend of coffee flavours,
this is a good strong coffee with a well rounded flavour - one of our favourites currently.,,PLID53536024,10/12/2020,4,2020-02-25,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,this is good strong coffee with we will rounded flavour one of our favourites currently,
good coffee,,PLID53536024,10/12/2020,5,2020-02-07,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,good coffee,
wonderful! well rounded full flavor coffee. i will definitely buy this again.,,PLID53536024,10/12/2020,5,2020-01-09,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,wonderful we will rounded full flavor coffee will definitely buy this again,
"i regret to report that this coffee tasted stale, as though it was roasted months ago.",,PLID53536024,10/12/2020,1,2020-01-01,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,regret to report that this coffee tasted stale as though it was roasted months ago,
freshly rosted! very nice.,,PLID53536024,10/12/2020,5,2019-10-26,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,freshly rosted very nice,
decent coffee at an affordable price. does the trick!,,PLID53536024,10/12/2020,4,2019-10-23,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,decent coffee at an affordable price does the trick,
good product at affordable price,,PLID53536024,10/12/2020,4,2019-09-30,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,good product at affordable price,
i enjoy this coffee... ,,PLID53536024,10/12/2020,5,2019-09-14,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,enjoy this coffee,
great tasting product at a great price.,,PLID53536024,10/12/2020,5,2019-09-09,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,great tasting product at great price,
"not freshly roasted at all, over 3 weeks old",,PLID53536024,10/12/2020,1,2019-08-21,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,not freshly roasted at all over weeks old,
a rich full bodied aroma and medium to dark roasted taste. best value for money coffee beans on takealot in my opinion. would highly recommend.,,PLID53536024,10/12/2020,5,2019-07-29,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,rich full bodied aroma and medium to dark roasted taste best value for money coffee beans on takealot in my opinion would highly recommend,
very nice fresh beans! rich aroma and full taste!,,PLID53536024,10/12/2020,5,2019-03-02,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,takealot,very nice fresh beans rich aroma and full taste,
best coffee beans ever!,,PLID44265007,10/12/2020,5,2019-12-09,Bootlegger Blend Coffee Beans 1kg,takealot,best coffee beans ever,
great blend that the whole office enjoys!,,PLID44265007,10/12/2020,5,2019-11-04,Bootlegger Blend Coffee Beans 1kg,takealot,great blend that the whole office enjoys,
we love this coffee and my wife is quite the coffee snob.  always fresh (roasted relatively recently). and it works out cheaper when we buy bulk.,,PLID44265007,10/12/2020,5,2019-09-24,Bootlegger Blend Coffee Beans 1kg,takealot,we love this coffee and my wife is quite the coffee snob always fresh roasted relatively recently and it works out cheaper when we buy bulk,
"this is a medium roast, not a dark roast, makes a pretty poor espresso.",,PLID44265007,10/12/2020,2,2018-03-27,Bootlegger Blend Coffee Beans 1kg,takealot,this is medium roast not dark roast makes pretty poor espresso,
"rich, smooth and creamy with all the regular coffee notes.",,PLID44265007,10/12/2020,4,2018-02-12,Bootlegger Blend Coffee Beans 1kg,takealot,rich smooth and creamy with all the regular coffee notes,
did not particularly enjoy this coffee. it has quite bitter undertones even though i tried various brewing options as well as grind settings ,,PLID44265007,10/12/2020,3,2018-01-13,Bootlegger Blend Coffee Beans 1kg,takealot,did not particularly enjoy this coffee it has quite bitter undertones even though tried various brewing options as we will as grind settings,
nil.,,PLID44265007,10/12/2020,4,2017-12-19,Bootlegger Blend Coffee Beans 1kg,takealot,nil,
this is the best coffee i have ever had.,,PLID44265007,10/12/2020,5,2017-11-24,Bootlegger Blend Coffee Beans 1kg,takealot,this is the best coffee have ever had,
"very good coffee at a very good price. if quality is equal to (needs met) divided (/ ) by (price), this takes the cake! highly recommended!",,PLID54524286,10/12/2020,4,2020-07-01,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,very good coffee at very good price if quality is equal to needs met divided by price this takes the cake highly recommended,
excellent flavour and roast,,PLID54524286,10/12/2020,5,2020-07-01,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,excellent flavour and roast,
good coffee beans,,PLID54524286,10/12/2020,4,2020-06-21,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,good coffee beans,
good coffee and price will definitely buy again,,PLID54524286,10/12/2020,4,2020-06-20,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,good coffee and price will definitely buy again,
"this coffee competes with the best, will definitely order again",,PLID54524286,10/12/2020,4,2020-06-13,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,this coffee competes with the best will definitely order again,
"highly recommend. i love strong coffee, but for these i use the 2 out of 3 bean setting on philips lattego automatic machine",,PLID54524286,10/12/2020,5,2020-06-09,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,highly recommend love strong coffee but for these use the out of bean setting on philips lattego automatic machine,
great coffee. aromatic,,PLID54524286,10/12/2020,5,2020-06-07,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great coffee aromatic,
tastes amazing. good quality for the price.,,PLID54524286,10/12/2020,5,2020-06-07,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,tastes amazing good quality for the price,
very well priced for a good quality coffee and you are buying local goods.,,PLID54524286,10/12/2020,4,2020-06-06,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,very we will priced for good quality coffee and you are buying local goods,
"love the taste of this coffee, a great buy",,PLID54524286,10/12/2020,5,2020-06-03,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,love the taste of this coffee great buy,
"smooth caramel aftertaste, not a bitter or tobacco flavor at all",,PLID54524286,10/12/2020,4,2020-06-03,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,smooth caramel aftertaste not bitter or tobacco flavor at all,
good quality coffee at a very good price,,PLID54524286,10/12/2020,5,2020-05-27,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,good quality coffee at very good price,
"nah, pretty meh. didn't get a good cup out it.",,PLID54524286,10/12/2020,3,2020-05-25,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,nah pretty meh did not get good cup out it,
lovely coffee,,PLID54524286,10/12/2020,4,2020-05-23,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,lovely coffee,
great tasting coffee at a good price,,PLID54524286,10/12/2020,5,2020-05-21,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great tasting coffee at good price,
"good value for money. stronger than i expected, but it tastes good - not bitter.",,PLID54524286,10/12/2020,4,2020-05-19,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,good value for money stronger than expected but it tastes good not bitter,
"delicious, delicious, delicious. loved this particular blend, and am looking forward to testing the other blends as well.",,PLID54524286,10/12/2020,4,2020-05-18,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,delicious delicious delicious loved this particular blend and am looking forward to testing the other blends as we will,
great coffee,,PLID54524286,10/12/2020,5,2020-05-17,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great coffee,
aroma is amazing but lacks the hard hitting body you'd expect from a dark roast.,,PLID54524286,10/12/2020,3,2020-05-15,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,aroma is amazing but lacks the hard hitting body you would expect from dark roast,
very happy. love love this product. many thanks!,,PLID41532625,10/12/2020,5,2020-12-02,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,very happy love love this product many thanks,
my favorite ! always buy it,,PLID41532625,10/12/2020,4,2020-11-20,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,my favorite always buy it,
absolutely delicious. ,,PLID41532625,10/12/2020,4,2020-09-11,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,absolutely delicious,
love it,,PLID41532625,10/12/2020,5,2020-09-10,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,love it,
excellent taste,,PLID41532625,10/12/2020,5,2020-09-03,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,excellent taste,
favourite from the nescafe gold line,,PLID41532625,10/12/2020,4,2020-08-31,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,favourite from the nescafe gold line,
happy with this product,,PLID41532625,10/12/2020,4,2020-07-26,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,happy with this product,
quick and easy to make with a fantastic taste,,PLID41532625,10/12/2020,4,2020-07-25,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,quick and easy to make with fantastic taste,
easiest delicacy. very convenient,,PLID41532625,10/12/2020,5,2020-07-08,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,easiest delicacy very convenient,
"nescafe gold cappuccino has a beautiful taste, especially during the winter mornings.",,PLID41532625,10/12/2020,5,2020-07-04,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,nescafe gold cappuccino has beautiful taste especially during the winter mornings,
love it,,PLID41532625,10/12/2020,5,2020-06-08,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,love it,
quick and easy - delicious too,,PLID41532625,10/12/2020,5,2020-05-26,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,quick and easy delicious too,
delicious,,PLID41532625,10/12/2020,5,2020-05-26,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,delicious,
excellent,,PLID41532625,10/12/2020,5,2020-05-26,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,excellent,
stunning,,PLID41532625,10/12/2020,5,2020-05-18,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,stunning,
 amazing brand,,PLID41532625,10/12/2020,5,2020-05-18,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,amazing brand,
my new addiction,,PLID41532625,10/12/2020,5,2020-05-18,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,my new addiction,
my daughters favorite coffee drink.,,PLID41532625,10/12/2020,5,2020-05-17,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,my daughters favorite coffee drink,
delicious,,PLID41532625,10/12/2020,5,2020-05-17,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,delicious,
love it,,PLID41532625,10/12/2020,4,2020-05-11,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,love it,
great,,PLID41141718,10/12/2020,5,2018-04-10,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,great,
these are generic... doesn't taste close to the original nespresso capsules,,PLID41141718,10/12/2020,1,2018-04-04,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,these are generic does not taste close to the original nespresso capsules,
product is not compatible with the nespresso machine short pod and slow,,PLID41141718,10/12/2020,1,2018-03-20,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,product is not compatible with the nespresso machine short pod and slow,
"at the discounted price these coffee flavours are really a good substitute for the nespresso capsules. most of the capsules cause the water to come out slower than it should out of my nespresso machine, but is still foamy and has a great taste.",,PLID41141718,10/12/2020,4,2018-03-15,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,at the discounted price these coffee flavours are really good substitute for the nespresso capsules most of the capsules because the water to come out slower than it should out of my nespresso machine but is still foamy and has great taste,
the capsules are smaller than the normal nespresso capsules.,,PLID41141718,10/12/2020,2,2018-03-05,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,the capsules are smaller than the normal nespresso capsules,
love the coffee.,,PLID41141718,10/12/2020,5,2018-01-29,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,love the coffee,
great coffee for the price. ,,PLID41141718,10/12/2020,5,2018-01-25,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,great coffee for the price,
"the pods are slightly shorter than nespresso pods and other compatible capsules, which causes the coffee to come out of the machine very slowly and causes the pump to struggle. ",,PLID41141718,10/12/2020,2,2018-01-09,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,the pods are slightly shorter than nespresso pods and other compatible capsules which causes the coffee to come out of the machine very slowly and causes the pump to struggle,
yummy coffee..,,PLID41141718,10/12/2020,5,2018-01-03,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,yummy coffee,
good product but some of my capsules were poppe when received. ,,PLID41141718,10/12/2020,4,2018-01-03,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,good product but some of my capsules we are poppe when received,
nice,,PLID41141718,10/12/2020,4,2017-12-28,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,nice,
"what a great buy. love the combination they put together. i love coffee, so this is a good price for a lot. just get it man!!!",,PLID41141718,10/12/2020,4,2017-12-20,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,what great buy love the combination they put together love coffee so this is good price for lot just get it man,
very nice blend of flavours.  ,,PLID41141718,10/12/2020,5,2017-12-19,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,very nice blend of flavours,
"great product!
",,PLID41141718,10/12/2020,4,2017-12-11,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,great product,
good mixture of flavours and very reasonable price,,PLID41141718,10/12/2020,5,2017-12-07,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,good mixture of flavours and very reasonable price,
although it fits nespresso it doesn’t work properly in it,,PLID41141718,10/12/2020,2,2017-11-14,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,although it fits nespresso it doesnt work properly in it,
works well and tastes great,,PLID41141718,10/12/2020,5,2017-11-08,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,works we will and tastes great,
great flavour. makes a mean cuppa,,PLID54524286,10/12/2020,5,2020-05-13,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great flavour makes mean cuppa,
"love my strong coffee, in fact 3/4 finished already!",,PLID54524286,10/12/2020,5,2020-05-11,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,love my strong coffee in fact finished already,
delicious taste. very rich and creamy. will def buy again,,PLID54524286,10/12/2020,4,2020-05-03,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,delicious taste very rich and creamy will def buy again,
"good product. good communication & delivery. congrats, well done.",,PLID54524286,10/12/2020,5,2020-04-26,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,good product good communication delivery congrats we will done,
a very solid choice for your daily cup of coffee. we use it in a plunger (french press) and a moka pot at home. a good coffee at a good price.,,PLID54524286,10/12/2020,4,2020-04-15,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,very solid choice for your daily cup of coffee we use it in plunger french press and moka pot at home good coffee at good price,
nice and strong coffee,,PLID54524286,10/12/2020,5,2020-04-15,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,nice and strong coffee,
"good coffee, good price.",,PLID54524286,10/12/2020,5,2020-03-10,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,good coffee good price,
great coffee at a great price,,PLID54524286,10/12/2020,4,2020-02-29,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great coffee at great price,
great coffee for coffee lovers,,PLID54524286,10/12/2020,4,2020-02-26,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great coffee for coffee lovers,
great value for money. can see the product is of high quality.,,PLID54524286,10/12/2020,4,2020-02-03,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great value for money can see the product is of high quality,
"excellent aroma and pleasant nutty flavour. overall, good value for money.",,PLID54524286,10/12/2020,4,2020-01-20,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,excellent aroma and pleasant nutty flavour overall good value for money,
surprised at the good brazilian blend made in south africa. very happy,,PLID54524286,10/12/2020,4,2020-01-20,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,surprised at the good brazilian blend made in south africa very happy,
delicious!,,PLID54524286,10/12/2020,5,2019-12-30,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,delicious,
lovely coffee beans,,PLID54524286,10/12/2020,4,2019-12-12,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,lovely coffee beans,
very aromatic roast with a medium coffee flavor - my family enjoys this coffee  ,,PLID54524286,10/12/2020,4,2019-12-09,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,very aromatic roast with medium coffee flavor my family enjoys this coffee,
nice strong coffee taste!!,,PLID54524286,10/12/2020,4,2019-12-03,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,nice strong coffee taste,
great taste and quality coffee,,PLID54524286,10/12/2020,5,2019-12-02,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great taste and quality coffee,
delicious coffee at a great price!,,PLID54524286,10/12/2020,5,2019-11-25,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,delicious coffee at great price,
great coffee!! ,,PLID54524286,10/12/2020,4,2019-11-22,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,great coffee,
"product looks great, have not tried as yet as still have other coffee beans to finish!",,PLID54524286,10/12/2020,5,2019-11-20,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,product looks great have not tried as yet as still have other coffee beans to finish,
great product,,PLID44265010,10/12/2020,4,2020-12-04,Bootlegger Blend Coffee Beans 225g,takealot,great product,
"i think it goes without saying bootlegger beans is top quality, possibly one of the best blends around. this roast works well in my aeropress and nespresso.",,PLID44265010,10/12/2020,5,2020-10-21,Bootlegger Blend Coffee Beans 225g,takealot,think it goes without saying bootlegger beans is top quality possibly one of the best blends around this roast works we will in my aeropress and nespresso,
"one of my ""everyday"" coffees. fine grind for percolator, but especially great when course ground for french press.",,PLID44265010,10/12/2020,5,2020-10-12,Bootlegger Blend Coffee Beans 225g,takealot,one of my everyday coffees fine grind for percolator but especially great when course ground for french press,
awsome coffee. would definitely recommend,,PLID44265010,10/12/2020,5,2020-09-23,Bootlegger Blend Coffee Beans 225g,takealot,awsome coffee would definitely recommend,
nice and strong. slight mocha java flavour.,,PLID44265010,10/12/2020,5,2020-08-24,Bootlegger Blend Coffee Beans 225g,takealot,nice and strong slight mocha java flavour,
"had the pleasure of making myself a cup and i was extremely satisfied with it, it had a beautiful golden layer of crema and it had a wonderful dark chocolate taste with the right amount of bitterness and is very smooth in the mouth.",,PLID44265010,10/12/2020,5,2020-08-04,Bootlegger Blend Coffee Beans 225g,takealot,had the pleasure of making myself cup and was extremely satisfied with it it had beautiful golden layer of crema and it had wonderful dark chocolate taste with the right amount of bitterness and is very smooth in the mouth,
"rich, aromatic & tasty coffee. i would give a leg with the boot on anytime for one of these cups.",,PLID44265010,10/12/2020,5,2020-08-02,Bootlegger Blend Coffee Beans 225g,takealot,rich aromatic tasty coffee would give leg with the boot on anytime for one of these cups,
"great coffee, love bootlegger coffee !!",,PLID44265010,10/12/2020,5,2020-07-20,Bootlegger Blend Coffee Beans 225g,takealot,great coffee love bootlegger coffee,
very good product,,PLID44265010,10/12/2020,5,2020-06-25,Bootlegger Blend Coffee Beans 225g,takealot,very good product,
this was a part of the coffee loveer gift that i gifted someone and this coffee is the only thing they talk about.,,PLID44265010,10/12/2020,5,2020-06-23,Bootlegger Blend Coffee Beans 225g,takealot,this was part of the coffee loveer gift that gifted someone and this coffee is the only thing they talk about,
excellent product great pricing ,,PLID41532625,10/12/2020,5,2020-05-10,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,excellent product great pricing,
quite tasty. ,,PLID41532625,10/12/2020,4,2020-04-01,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,quite tasty,
love it,,PLID41532625,10/12/2020,5,2017-12-05,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,love it,
i love these cappuccino's!,,PLID41532625,10/12/2020,5,2016-08-04,Nescafé Gold - Cappuccino - 10 x 18g Sachets,takealot,love these cappuccinos,
this is no worth it. it sort of qorks in a nespresso machine but its very ordinary coffee.  the real nespresso pods ia more expensive but tastes way better than this.,,PLID41141718,10/12/2020,2,2017-11-05,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,this is no worth it it sort of qorks in nespresso machine but it is very ordinary coffee the real nespresso pods ia more expensive but tastes way better than this,
"great tasting coffee, and nice range of beans.
worked perfectly in our nespresso machine. good product",,PLID41141718,10/12/2020,5,2017-11-03,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,great tasting coffee and nice range of beans worked perfectly in our nespresso machine good product,
can not compare to nespresso! inferior by far and very poor taste,,PLID41141718,10/12/2020,1,2017-11-01,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,can not compare to nespresso inferior by far and very poor taste,
these nespresso capsules are not reach in flavor,,PLID41141718,10/12/2020,2,2017-10-17,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,these nespresso capsules are not reach in flavor,
"since i started to use this product, i never looked back. the variety is great and the quality of the product is of a high standard.",,PLID41141718,10/12/2020,4,2017-10-16,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,since started to use this product never looked back the variety is great and the quality of the product is of high standard,
coffee is well packaged and does fit the nespresso machine well but the coffee is weaker than the genuine nespresso brand coffee. i ordered double bulk so have a lot of weaker coffee to get through.,,PLID41141718,10/12/2020,3,2017-10-02,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,coffee is we will packaged and does fit the nespresso machine we will but the coffee is weaker than the genuine nespresso brand coffee ordered double bulk so have lot of weaker coffee to get through,
"good coffee, good price.  ",,PLID41141718,10/12/2020,4,2017-09-19,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,good coffee good price,
"the coffee is superb, however the capsule is not 100& compatible as it does not make full contact with the machine. the capsule is not pierced at the back so you the full water flow does not go through the capsule.",,PLID41141718,10/12/2020,4,2017-09-19,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,the coffee is superb however the capsule is not compatible as it does not make full contact with the machine the capsule is not pierced at the back so you the full water flow does not go through the capsule,
inferior to original nespresso. not a good substitute for my taste.,,PLID41141718,10/12/2020,2,2017-09-14,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,inferior to original nespresso not good substitute for my taste,
 happy with stock good flavors ,,PLID41141718,10/12/2020,5,2017-09-13,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,happy with stock good flavors,
excellent product.,,PLID41141718,10/12/2020,5,2017-09-13,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,excellent product,
"you get what you pay for. 

these capsules aren't bad but they're not good either. the coffee is a bit weak and it tastes about the same as coffee quickly thrown together in a plunger. 

please note that the capsules are not 100% the same as nespresso capsules. they are a bit smaller at the back meaning your machine cannot punch the 3 holes. instead the capsule has tiny ""cuts"" at the back, and your machine must work harder to force water through these capsules. my delonghi machine sounded different when using these capsules. 

to be honest i'm going to throw away my capsules and stick to the original nespresso capsules. it is expensive but it is worth the cost. ",,PLID41141718,10/12/2020,2,2017-09-11,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,you get what you pay for these capsules are not bad but they are not good either the coffee is bit weak and it tastes about the same as coffee quickly thrown together in plunger please note that the capsules are not the same as nespresso capsules they are bit smaller at the back meaning your machine cannot punch the holes instead the capsule has tiny cuts at the back and your machine must work harder to force water through these capsules my delonghi machine sounded different when using these capsules to be honest am going to throw away my capsules and stick to the original nespresso capsules it is expensive but it is worth the cost,
"what a bargain!
love the coffee and enjoy the no mess, no fuss.

super speedy delivery to our little village.
thanks!",,PLID41141718,10/12/2020,5,2017-09-01,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,what bargain love the coffee and enjoy the no mess no fuss super speedy delivery to our little village thanks,
coffee tasted stale!,,PLID41141718,10/12/2020,1,2017-08-27,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,coffee tasted stale,
"very nice coffee but of course can't compare to the original in taste. but then hey, you also don't pay that much.",,PLID41141718,10/12/2020,5,2017-08-24,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,very nice coffee but of course cannot compare to the original in taste but then hey you also do not pay that much,
average,,PLID41141718,10/12/2020,3,2017-08-17,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,average,
good coffee and great value for money,,PLID41141718,10/12/2020,5,2017-08-15,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,good coffee and great value for money,
"this is a good, easy-drinking everyday roast.  ",,PLID54524286,10/12/2020,5,2019-10-29,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,this is good easydrinking everyday roast,
"delicious roasted beans, especially for the price. well enjoyed by everyone at the office. ",,PLID54524286,10/12/2020,4,2019-10-28,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,delicious roasted beans especially for the price we will enjoyed by everyone at the office,
