content,country,crawl_date,date,enseigneID,enseigneName,productName,product_id,product_rating_average,product_rating_count,rating
Perfect,UK,10/12/2020,4 January 2020,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Adapter fits perfectly although I would appreciate the introduction of reusable pods from this brand to go along with their adapter,UK,10/12/2020,23 December 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,4.0/5
Works with the pods it came with. Does not work with nespresso pods.,UK,10/12/2020,12 December 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,3.0/5
"Works great, very happy with my purchase.",UK,10/12/2020,10 December 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Works perfectly on my Dolce Gusto machine. Compatible coffee pods are much cheaper and just as delicious. ,UK,10/12/2020,2 December 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
I am happy. Works very well,UK,10/12/2020,27 November 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,4.0/5
"I totally love it, it works great on my machine and the coffee is real nice????",UK,10/12/2020,24 November 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,4.0/5
"I can now have a larger choice of pod.... Bit of a tight fit but it works yayyy
",UK,10/12/2020,23 November 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,4.0/5
"Very very happy with my purchase. With this adaptor I can now use different size capsules and enjoy more flavours, from coffee, hot chocolate, red espresso, etc., with my amazing Dulce Gusto coffee machine.
Thank you.",UK,10/12/2020,20 November 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Amazing little gadget! I just turned my Dolce Gusto into an Espresto machine!,UK,10/12/2020,11 November 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Very good product I used it for the 1st time yesterday and it worked wonderful in my machine ,UK,10/12/2020,11 November 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Handy product now I can pick any coffee,UK,10/12/2020,25 October 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,4.0/5
Very nice and greatfull for this adaptor. I also love the Espresso flavours :),UK,10/12/2020,8 October 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Not what I expected,UK,10/12/2020,29 September 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,3.0/5
Excellent quality ,UK,10/12/2020,22 September 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
"Excellent Product, works well with my dolce gusto machine. does not leak. pod sizes are different to Nespresso so dont confuse Nespresso pod with Espresto pods. ",UK,10/12/2020,18 September 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Always love a good coffee. Adapter works well with smaller pods,UK,10/12/2020,18 September 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
"Fantastic!  Tried different types of coffee with this, and no issues at all!",UK,10/12/2020,11 September 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
The pods work great in my nespresso machine. The flavours are different from the nespresso pods but you are sure to find one that you like at a fraction of the cost of the nespresso pods. Thanks,UK,10/12/2020,4 September 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
"Terrible - I was caught, I even purchased three packs. Even my garbage can rejected this junk.",UK,10/12/2020,6 August 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
Awesome - takes really good and works without any hassle.,UK,10/12/2020,22 July 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
"Half or full cups, excellent product",UK,10/12/2020,11 July 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Works well with my Nespresso. Nice selection. ,UK,10/12/2020,4 July 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
They are not working Im so dissapointed,UK,10/12/2020,27 June 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
Always a great buy.  ,UK,10/12/2020,26 June 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
The coffee was weak and pods were inferior,UK,10/12/2020,22 June 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
Value for money and great quality,UK,10/12/2020,17 June 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
good product,UK,10/12/2020,1 May 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Good value fine selection,UK,10/12/2020,12 April 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
A little bit slow in machine otherwise it is perfect,UK,10/12/2020,11 February 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,3.0/5
Tasteful coffee. Recommended to everybody !,UK,10/12/2020,21 January 2019,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Very impressed with your service will use you in the future ,UK,10/12/2020,26 November 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Really crap coffee,UK,10/12/2020,22 November 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
This product is not compatible with Nespresso.,UK,10/12/2020,20 November 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
The capsules are not 100% compatible with the nespresso machine.  The coffee delivery is very slow and takes forever to fill the cup - I doubt if it is good for the machine as it just dribbles out the spout.  It helps if you puncture holes in the back of the pod but I am not going to use these pods.,UK,10/12/2020,26 October 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
sub standard,UK,10/12/2020,16 October 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,2.0/5
Not very impressed with these capsules. They are weak in taste and they don't work properly in a Nespresso machine. The back of the capsules are too hard for the machine to puncture. Won't purchase this again. Mainly because it is not compatible with Nespresso machines as said and because of the taste,UK,10/12/2020,15 October 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,2.0/5
Good value.,UK,10/12/2020,18 September 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
A lovely smooth coffee with no after taste. I can most definitely recommend trying this coffee for the first time.,UK,10/12/2020,26 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
"1st experience, great taste.",UK,10/12/2020,8 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
Strong and delicious. Can't go wrong with this buy.,UK,10/12/2020,4 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Best coffee - want more,UK,10/12/2020,3 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Great way to start my day. Great price as well,UK,10/12/2020,2 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Super delicious!,UK,10/12/2020,1 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Great tasting coffee. Probably my favourite!,UK,10/12/2020,1 August 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
A very nice and strong coffee I won't mind waking up to its aroma every single day well done bootleggers,UK,10/12/2020,27 July 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Great taste small bag and same price instore,UK,10/12/2020,25 July 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
"Great medium roast, tastes just like the coffee at the actual restaurant. Would definitely recommend.",UK,10/12/2020,19 July 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
"Smooth and great aroma. Definitely surprised with its quality for the decent price, I'm glad I bought 2 bags!",UK,10/12/2020,14 July 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Good quality,UK,10/12/2020,24 June 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Tastes nice but I expected more as I usually have coffee at Bootlegger. I had to use more powder then I usually do to get the full flavor.,UK,10/12/2020,22 June 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,3.0/5
Amazing coffee. Great taste. I highly recommend it.,UK,10/12/2020,13 June 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Arrived on time and tastes delicious,UK,10/12/2020,7 June 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
The force is strong with this one,UK,10/12/2020,23 May 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
"This is the best, most deliscious coffee i have tasted. Will keep on buying it from Takealot",UK,10/12/2020,20 May 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Good value for money,UK,10/12/2020,1 December 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Cheap price,UK,10/12/2020,25 November 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
my favourite,UK,10/12/2020,14 October 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Great easy coffee to make. Good value for money,UK,10/12/2020,6 October 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
I like it very much my favourite ,UK,10/12/2020,2 October 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,4.0/5
Excellent value for money,UK,10/12/2020,23 September 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,4.0/5
Love my nescafe whitechoc...,UK,10/12/2020,20 September 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
No one else could beat this price. Super stoked to have come across this delicious cappuccino!!! ,UK,10/12/2020,8 September 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
My absolute favorite flavor ..  & great that it's in a bigger size .. ,UK,10/12/2020,3 September 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Always a winner in our household. Easy to use and convenient when you camping.,UK,10/12/2020,26 August 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
"Just yum! Great tasting, and great to wind down after a hard dayâ€™s work! LOVE",UK,10/12/2020,20 August 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Very nice on a cold winters evening.,UK,10/12/2020,20 July 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
A bit more overpriced than the shops but still good quality.,UK,10/12/2020,24 June 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,4.0/5
Great tasting.,UK,10/12/2020,17 June 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
"With its rich cream and subtle chocolate flavour, this all-in-product is a nice treat to counteract the cold of winter. It is a great pick-me-up that satisfies and invigorates. The larger pack is affordable and convenient.",UK,10/12/2020,15 June 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,4.0/5
"who does not love a great coffee. Love it , love it!",UK,10/12/2020,14 June 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Amazing smell and taste.  Really good quality coffee,UK,10/12/2020,2 December 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
"Excellent daily coffee - strong, effective, robust flavour. Often discounted, value for money.",UK,10/12/2020,19 November 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,4.0/5
A real bargain.,UK,10/12/2020,14 September 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
"Really enjoyable, affordable, medium roast, will use for everyday use ",UK,10/12/2020,10 September 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,4.0/5
Delicious ,UK,10/12/2020,9 September 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Very nice,UK,10/12/2020,20 August 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
My batch had a strong bitter aftertaste,UK,10/12/2020,19 August 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,3.0/5
Wonderful,UK,10/12/2020,3 August 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Robust flavours every time i have my 1st cuppa java in the morning. Love this selection of beans. Well done,UK,10/12/2020,29 July 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
"Medium roast taste, this is the one to have if you appreciate good coffee.",UK,10/12/2020,27 July 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Great coffee,UK,10/12/2020,27 July 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
"My favorite coffee, definitely worth a try!",UK,10/12/2020,12 July 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
My favourite coffee beans at the moment. Well rounded coffee flavour with an amazing smell. Excellent work to Kayrin roasters. Well priced too!,UK,10/12/2020,8 June 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Good flavor & strength,UK,10/12/2020,27 May 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Best I have had so far. Full flavor will buy again.,UK,10/12/2020,27 May 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Love it,UK,10/12/2020,26 April 2020,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
"very good taste coffee, the best I've tried so far",UK,10/12/2020,29 September 2019,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Good taste for our coffee connoisseurs in the office! ,UK,10/12/2020,17 September 2019,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,4.0/5
This a great tasting coffee which is not too bitter. Very fresh coffee.,UK,10/12/2020,29 July 2019,1,takealot,Brazil Barbosa Gold - Beans 1kg,PLID45505094,4.7/5,19,5.0/5
Not as nice as the other flavors,UK,10/12/2020,23 November 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,3.0/5
"Excellent choice with my bean to cup coffee machine. Great value, great taste.",UK,10/12/2020,3 November 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
great cofee,UK,10/12/2020,16 October 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
"Love this brand, beans were roasted merely two weeks before delivery, so fresh!",UK,10/12/2020,10 September 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Love it!,UK,10/12/2020,15 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
"Excellent medium roast very smooth and fresh with a lovely nose and flavour tastes great, and says I want more will order regularly",UK,10/12/2020,4 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
My third purchase of this product. Very good.,UK,10/12/2020,28 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Value for money. Every day drinking,UK,10/12/2020,26 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
good quality,UK,10/12/2020,21 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Coffee could be a bit stronger,UK,10/12/2020,27 June 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,3.0/5
Great smell and taste,UK,10/12/2020,24 June 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
This coffee is very good value,UK,10/12/2020,23 June 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Great Coffee will recomend to friends.,UK,10/12/2020,2 June 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Excellent coffee full rich flavor.,UK,10/12/2020,27 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Very Nice,UK,10/12/2020,3 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Great coffee beans!,UK,10/12/2020,2 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Exactly as ordered.,UK,10/12/2020,26 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Good coffee beans ,UK,10/12/2020,21 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Nice beans....nice price,UK,10/12/2020,8 June 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
Very nice roast. Well priced. Will definitely order again,UK,10/12/2020,26 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
"A lovely, any time of the day roast. I will keep on ordering this product - especially at such a competitive price.",UK,10/12/2020,17 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
Very good coffee. Very nice to see that it is freshly roasted.,UK,10/12/2020,12 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
"Great daily roast, almost done with a 1kg bag, and just ordered another. Great daily roast!",UK,10/12/2020,5 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
Great value. Quick delivery. Great taste,UK,10/12/2020,28 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
Taste good,UK,10/12/2020,23 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
Good blend of coffee.,UK,10/12/2020,27 February 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
As always very good coffee,UK,10/12/2020,10 February 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
Very good mild nutty flavour. Nice lunchtime coffee.,UK,10/12/2020,1 January 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,4.0/5
A good quality medium roast coffee with less of a kick than the dark roast version. Recommended!,UK,10/12/2020,7 December 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,4.0/5
I order for my guest house and get fabulous comments from my international visitors,UK,10/12/2020,30 October 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,5.0/5
baie goeie produk en prys,UK,10/12/2020,15 October 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Roast Beans,PLID54524285,4.6/5,31,4.0/5
"Solid roast, not too strong so good for later in the day",UK,10/12/2020,20 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
"Good coffee, really enjoying it, better then some other brands and fresh!",UK,10/12/2020,16 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,4.0/5
strong and Good coffee,UK,10/12/2020,14 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Tasty,UK,10/12/2020,11 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,4.0/5
Delicious flavour,UK,10/12/2020,4 May 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
"Good, fresh coffee. Value for money.",UK,10/12/2020,14 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,4.0/5
Love every flavour-full cup. What excellent value,UK,10/12/2020,14 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
"Granny Review: From an old woman who drank instant coffee through WWII, it's hard to believe that 1kg of fragrant coffee beans made it all the way to South Africa. She loves the aroma, and the coffee is strong which is needed to get her 91 year old butt out of bed! Makes my life easier.",UK,10/12/2020,28 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
"Smells amazing, taste lovely. Definitely a good buy.",UK,10/12/2020,22 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Supplied efficiently and a very tasty balanced coffee,UK,10/12/2020,14 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Love the flavour - very nice.,UK,10/12/2020,2 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Love this coffee,UK,10/12/2020,26 February 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,4.0/5
Good coffee for the discounted price.,UK,10/12/2020,4 February 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Love it. We'll packed ,UK,10/12/2020,13 January 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,4.0/5
Great tast and quality,UK,10/12/2020,2 December 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Nice coffee,UK,10/12/2020,1 October 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Ethiopia Limu Medium Roast Coffee Beans,PLID54524281,4.5/5,35,5.0/5
Great tasting beans for my bean to cup machine,UK,10/12/2020,2 August 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Excellent coffee,UK,10/12/2020,27 July 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
"Awesome beans, highly recommended!",UK,10/12/2020,21 July 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
The best coffee I have ever drank. I only think this everyday and have been purchasing since 2017. Excellent!,UK,10/12/2020,20 July 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Best coffee ever. I can't start my day without it.,UK,10/12/2020,19 July 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Great coffee!,UK,10/12/2020,1 July 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Good medium blend with minimal bitterness in my bean to cup machine.,UK,10/12/2020,28 June 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
An excellent quality coffee.,UK,10/12/2020,11 June 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Tastes great!,UK,10/12/2020,9 June 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Best coffee beans ever!!! Its not like all the other that taste like something burned,UK,10/12/2020,3 June 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Great coffee for bean to cup coffee machines!,UK,10/12/2020,31 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Good blend for any time during the day,UK,10/12/2020,20 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
This is my 2nd order for this lovely coffee. I am very impressed with the consistency of taste and would have no hesitation recommending this coffee,UK,10/12/2020,19 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,4.0/5
Nice full rounded taste,UK,10/12/2020,17 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,4.0/5
